Sexo;Grupos de edad;Hábitat de procedencia;Valor absoluto y porcentaje;periodo;Total
Mujeres;De 0 a 15;Extranjero (procedencia);Porcentaje;2008;19,7
Mujeres;De 0 a 15;Extranjero (procedencia);Porcentaje;2007;17,0
Mujeres;De 0 a 15;Extranjero (procedencia);Porcentaje;2006;13,3
Mujeres;De 16 a 19;Total (procedencia);Valor absoluto;2020;7,9
Mujeres;De 16 a 19;Total (procedencia);Valor absoluto;2019;16,1
Mujeres;De 16 a 19;Total (procedencia);Valor absoluto;2018;17,2
Mujeres;De 16 a 19;Total (procedencia);Valor absoluto;2017;11,6
Mujeres;De 16 a 19;Total (procedencia);Valor absoluto;2016;12,2
Mujeres;De 16 a 19;Total (procedencia);Valor absoluto;2015;16,5
Mujeres;De 16 a 19;Total (procedencia);Valor absoluto;2014;14,6
Mujeres;De 16 a 19;Total (procedencia);Valor absoluto;2013;5,3
Mujeres;De 16 a 19;Total (procedencia);Valor absoluto;2012;3,6
Mujeres;De 16 a 19;Total (procedencia);Valor absoluto;2011;17,9
Mujeres;De 16 a 19;Total (procedencia);Valor absoluto;2010;16,1
Mujeres;De 16 a 19;Total (procedencia);Valor absoluto;2009;11,0
Mujeres;De 16 a 19;Total (procedencia);Valor absoluto;2008;21,6
Mujeres;De 16 a 19;Total (procedencia);Valor absoluto;2007;22,2
Mujeres;De 16 a 19;Total (procedencia);Valor absoluto;2006;13,9
Mujeres;De 16 a 19;Total (procedencia);Porcentaje;2020;4,4
Mujeres;De 16 a 19;Total (procedencia);Porcentaje;2019;7,2
Mujeres;De 16 a 19;Total (procedencia);Porcentaje;2018;6,7
Mujeres;De 16 a 19;Total (procedencia);Porcentaje;2017;5,8
Mujeres;De 16 a 19;Total (procedencia);Porcentaje;2016;5,1
Mujeres;De 16 a 19;Total (procedencia);Porcentaje;2015;7,5
Mujeres;De 16 a 19;Total (procedencia);Porcentaje;2014;7,8
Mujeres;De 16 a 19;Total (procedencia);Porcentaje;2013;2,9
Mujeres;De 16 a 19;Total (procedencia);Porcentaje;2012;1,6
Mujeres;De 16 a 19;Total (procedencia);Porcentaje;2011;7,1
Mujeres;De 16 a 19;Total (procedencia);Porcentaje;2010;6,7
Mujeres;De 16 a 19;Total (procedencia);Porcentaje;2009;4,2
Mujeres;De 16 a 19;Total (procedencia);Porcentaje;2008;6,9
Mujeres;De 16 a 19;Total (procedencia);Porcentaje;2007;5,6
Mujeres;De 16 a 19;Total (procedencia);Porcentaje;2006;3,3
Mujeres;De 16 a 19;Rural (procedencia);Valor absoluto;2020;0,1
Mujeres;De 16 a 19;Rural (procedencia);Valor absoluto;2019;0,1
Mujeres;De 16 a 19;Rural (procedencia);Valor absoluto;2018;2,9
Mujeres;De 16 a 19;Rural (procedencia);Valor absoluto;2017;1,7
Mujeres;De 16 a 19;Rural (procedencia);Valor absoluto;2016;2,3
Mujeres;De 16 a 19;Rural (procedencia);Valor absoluto;2015;1,2
Mujeres;De 16 a 19;Rural (procedencia);Valor absoluto;2014;0,7
Mujeres;De 16 a 19;Rural (procedencia);Valor absoluto;2013;0,4
Mujeres;De 16 a 19;Rural (procedencia);Valor absoluto;2012;..
Mujeres;De 16 a 19;Rural (procedencia);Valor absoluto;2011;2,0
Mujeres;De 16 a 19;Rural (procedencia);Valor absoluto;2010;2,7
Mujeres;De 16 a 19;Rural (procedencia);Valor absoluto;2009;0,9
Mujeres;De 16 a 19;Rural (procedencia);Valor absoluto;2008;3,4
Mujeres;De 16 a 19;Rural (procedencia);Valor absoluto;2007;3,7
Mujeres;De 16 a 19;Rural (procedencia);Valor absoluto;2006;2,1
Mujeres;De 16 a 19;Rural (procedencia);Porcentaje;2020;0,5
Mujeres;De 16 a 19;Rural (procedencia);Porcentaje;2019;0,4
Mujeres;De 16 a 19;Rural (procedencia);Porcentaje;2018;7,6
Mujeres;De 16 a 19;Rural (procedencia);Porcentaje;2017;8,2
Mujeres;De 16 a 19;Rural (procedencia);Porcentaje;2016;7,4
Mujeres;De 16 a 19;Rural (procedencia);Porcentaje;2015;2,8
Mujeres;De 16 a 19;Rural (procedencia);Porcentaje;2014;2,9
Mujeres;De 16 a 19;Rural (procedencia);Porcentaje;2013;1,5
Mujeres;De 16 a 19;Rural (procedencia);Porcentaje;2012;..
Mujeres;De 16 a 19;Rural (procedencia);Porcentaje;2011;4,2
Mujeres;De 16 a 19;Rural (procedencia);Porcentaje;2010;6,2
Mujeres;De 16 a 19;Rural (procedencia);Porcentaje;2009;2,9
Mujeres;De 16 a 19;Rural (procedencia);Porcentaje;2008;8,2
Mujeres;De 16 a 19;Rural (procedencia);Porcentaje;2007;5,3
Mujeres;De 16 a 19;Rural (procedencia);Porcentaje;2006;3,4
Mujeres;De 16 a 19;Urbano (procedencia);Valor absoluto;2020;5,5
Mujeres;De 16 a 19;Urbano (procedencia);Valor absoluto;2019;9,4
Mujeres;De 16 a 19;Urbano (procedencia);Valor absoluto;2018;4,4
Mujeres;De 16 a 19;Urbano (procedencia);Valor absoluto;2017;2,7
Mujeres;De 16 a 19;Urbano (procedencia);Valor absoluto;2016;5,8
Mujeres;De 16 a 19;Urbano (procedencia);Valor absoluto;2015;10,4
Mujeres;De 16 a 19;Urbano (procedencia);Valor absoluto;2014;12,2
Mujeres;De 16 a 19;Urbano (procedencia);Valor absoluto;2013;2,8
Mujeres;De 16 a 19;Urbano (procedencia);Valor absoluto;2012;2,0
Mujeres;De 16 a 19;Urbano (procedencia);Valor absoluto;2011;8,1
Mujeres;De 16 a 19;Urbano (procedencia);Valor absoluto;2010;7,7
Mujeres;De 16 a 19;Urbano (procedencia);Valor absoluto;2009;4,2
Mujeres;De 16 a 19;Urbano (procedencia);Valor absoluto;2008;10,0
Mujeres;De 16 a 19;Urbano (procedencia);Valor absoluto;2007;7,6
Mujeres;De 16 a 19;Urbano (procedencia);Valor absoluto;2006;6,3
Mujeres;De 16 a 19;Urbano (procedencia);Porcentaje;2020;5,6
Mujeres;De 16 a 19;Urbano (procedencia);Porcentaje;2019;7,4
Mujeres;De 16 a 19;Urbano (procedencia);Porcentaje;2018;3,4
Mujeres;De 16 a 19;Urbano (procedencia);Porcentaje;2017;2,3
Mujeres;De 16 a 19;Urbano (procedencia);Porcentaje;2016;4,0
Mujeres;De 16 a 19;Urbano (procedencia);Porcentaje;2015;8,3
Mujeres;De 16 a 19;Urbano (procedencia);Porcentaje;2014;9,2
Mujeres;De 16 a 19;Urbano (procedencia);Porcentaje;2013;2,3
Mujeres;De 16 a 19;Urbano (procedencia);Porcentaje;2012;1,3
Mujeres;De 16 a 19;Urbano (procedencia);Porcentaje;2011;5,6
Mujeres;De 16 a 19;Urbano (procedencia);Porcentaje;2010;5,2
Mujeres;De 16 a 19;Urbano (procedencia);Porcentaje;2009;2,8
Mujeres;De 16 a 19;Urbano (procedencia);Porcentaje;2008;6,7
Mujeres;De 16 a 19;Urbano (procedencia);Porcentaje;2007;3,9
Mujeres;De 16 a 19;Urbano (procedencia);Porcentaje;2006;3,0
Mujeres;De 16 a 19;Extranjero (procedencia);Valor absoluto;2020;2,4
Mujeres;De 16 a 19;Extranjero (procedencia);Valor absoluto;2019;6,6
Mujeres;De 16 a 19;Extranjero (procedencia);Valor absoluto;2018;9,9
Mujeres;De 16 a 19;Extranjero (procedencia);Valor absoluto;2017;7,2
Mujeres;De 16 a 19;Extranjero (procedencia);Valor absoluto;2016;4,2
Mujeres;De 16 a 19;Extranjero (procedencia);Valor absoluto;2015;5,0
Mujeres;De 16 a 19;Extranjero (procedencia);Valor absoluto;2014;1,6
Mujeres;De 16 a 19;Extranjero (procedencia);Valor absoluto;2013;2,2
Mujeres;De 16 a 19;Extranjero (procedencia);Valor absoluto;2012;1,5
Mujeres;De 16 a 19;Extranjero (procedencia);Valor absoluto;2011;7,8
Mujeres;De 16 a 19;Extranjero (procedencia);Valor absoluto;2010;5,8
Mujeres;De 16 a 19;Extranjero (procedencia);Valor absoluto;2009;5,8
Mujeres;De 16 a 19;Extranjero (procedencia);Valor absoluto;2008;8,2
Mujeres;De 16 a 19;Extranjero (procedencia);Valor absoluto;2007;10,9
Mujeres;De 16 a 19;Extranjero (procedencia);Valor absoluto;2006;5,5
Mujeres;De 16 a 19;Extranjero (procedencia);Porcentaje;2020;3,6
Mujeres;De 16 a 19;Extranjero (procedencia);Porcentaje;2019;9,7
Mujeres;De 16 a 19;Extranjero (procedencia);Porcentaje;2018;11,3
Mujeres;De 16 a 19;Extranjero (procedencia);Porcentaje;2017;11,4
Mujeres;De 16 a 19;Extranjero (procedencia);Porcentaje;2016;6,5
Mujeres;De 16 a 19;Extranjero (procedencia);Porcentaje;2015;9,4
Mujeres;De 16 a 19;Extranjero (procedencia);Porcentaje;2014;5,8
Mujeres;De 16 a 19;Extranjero (procedencia);Porcentaje;2013;5,7
Mujeres;De 16 a 19;Extranjero (procedencia);Porcentaje;2012;4,8
Mujeres;De 16 a 19;Extranjero (procedencia);Porcentaje;2011;12,5
Mujeres;De 16 a 19;Extranjero (procedencia);Porcentaje;2010;11,9
Mujeres;De 16 a 19;Extranjero (procedencia);Porcentaje;2009;7,0
Mujeres;De 16 a 19;Extranjero (procedencia);Porcentaje;2008;6,7
Mujeres;De 16 a 19;Extranjero (procedencia);Porcentaje;2007;8,3
Mujeres;De 16 a 19;Extranjero (procedencia);Porcentaje;2006;3,7
Mujeres;De 20 a 29;Total (procedencia);Valor absoluto;2020;55,6
Mujeres;De 20 a 29;Total (procedencia);Valor absoluto;2019;54,3
Mujeres;De 20 a 29;Total (procedencia);Valor absoluto;2018;81,9
Mujeres;De 20 a 29;Total (procedencia);Valor absoluto;2017;69,3
Mujeres;De 20 a 29;Total (procedencia);Valor absoluto;2016;69,1
Mujeres;De 20 a 29;Total (procedencia);Valor absoluto;2015;67,9
Mujeres;De 20 a 29;Total (procedencia);Valor absoluto;2014;65,0
Mujeres;De 20 a 29;Total (procedencia);Valor absoluto;2013;59,0
Mujeres;De 20 a 29;Total (procedencia);Valor absoluto;2012;85,4
Mujeres;De 20 a 29;Total (procedencia);Valor absoluto;2011;73,6
Mujeres;De 20 a 29;Total (procedencia);Valor absoluto;2010;58,6
Mujeres;De 20 a 29;Total (procedencia);Valor absoluto;2009;98,3
Mujeres;De 20 a 29;Total (procedencia);Valor absoluto;2008;110,9
Mujeres;De 20 a 29;Total (procedencia);Valor absoluto;2007;154,3
Mujeres;De 20 a 29;Total (procedencia);Valor absoluto;2006;169,5
Mujeres;De 20 a 29;Total (procedencia);Porcentaje;2020;30,5
Mujeres;De 20 a 29;Total (procedencia);Porcentaje;2019;24,1
Mujeres;De 20 a 29;Total (procedencia);Porcentaje;2018;31,9
Mujeres;De 20 a 29;Total (procedencia);Porcentaje;2017;34,5
Mujeres;De 20 a 29;Total (procedencia);Porcentaje;2016;28,8
Mujeres;De 20 a 29;Total (procedencia);Porcentaje;2015;30,8
Mujeres;De 20 a 29;Total (procedencia);Porcentaje;2014;34,9
Mujeres;De 20 a 29;Total (procedencia);Porcentaje;2013;31,9
Mujeres;De 20 a 29;Total (procedencia);Porcentaje;2012;37,2
Mujeres;De 20 a 29;Total (procedencia);Porcentaje;2011;29,0
Mujeres;De 20 a 29;Total (procedencia);Porcentaje;2010;24,5
Mujeres;De 20 a 29;Total (procedencia);Porcentaje;2009;37,1
Mujeres;De 20 a 29;Total (procedencia);Porcentaje;2008;35,4
Mujeres;De 20 a 29;Total (procedencia);Porcentaje;2007;39,2
Mujeres;De 20 a 29;Total (procedencia);Porcentaje;2006;40,3
Mujeres;De 20 a 29;Rural (procedencia);Valor absoluto;2020;4,9
Mujeres;De 20 a 29;Rural (procedencia);Valor absoluto;2019;5,1
Mujeres;De 20 a 29;Rural (procedencia);Valor absoluto;2018;5,6
Mujeres;De 20 a 29;Rural (procedencia);Valor absoluto;2017;3,7
Mujeres;De 20 a 29;Rural (procedencia);Valor absoluto;2016;5,6
Mujeres;De 20 a 29;Rural (procedencia);Valor absoluto;2015;11,0
Mujeres;De 20 a 29;Rural (procedencia);Valor absoluto;2014;5,8
Mujeres;De 20 a 29;Rural (procedencia);Valor absoluto;2013;5,5
Mujeres;De 20 a 29;Rural (procedencia);Valor absoluto;2012;9,7
Mujeres;De 20 a 29;Rural (procedencia);Valor absoluto;2011;9,4
Mujeres;De 20 a 29;Rural (procedencia);Valor absoluto;2010;9,0
Mujeres;De 20 a 29;Rural (procedencia);Valor absoluto;2009;7,8
Mujeres;De 20 a 29;Rural (procedencia);Valor absoluto;2008;10,1
Mujeres;De 20 a 29;Rural (procedencia);Valor absoluto;2007;25,4
Mujeres;De 20 a 29;Rural (procedencia);Valor absoluto;2006;18,0
Mujeres;De 20 a 29;Rural (procedencia);Porcentaje;2020;26,0
Mujeres;De 20 a 29;Rural (procedencia);Porcentaje;2019;16,9
Mujeres;De 20 a 29;Rural (procedencia);Porcentaje;2018;14,5
Mujeres;De 20 a 29;Rural (procedencia);Porcentaje;2017;17,5
Mujeres;De 20 a 29;Rural (procedencia);Porcentaje;2016;17,7
Mujeres;De 20 a 29;Rural (procedencia);Porcentaje;2015;25,9
Mujeres;De 20 a 29;Rural (procedencia);Porcentaje;2014;22,7
Mujeres;De 20 a 29;Rural (procedencia);Porcentaje;2013;23,9
Mujeres;De 20 a 29;Rural (procedencia);Porcentaje;2012;27,9
Mujeres;De 20 a 29;Rural (procedencia);Porcentaje;2011;20,0
Mujeres;De 20 a 29;Rural (procedencia);Porcentaje;2010;20,8
Mujeres;De 20 a 29;Rural (procedencia);Porcentaje;2009;24,3
Mujeres;De 20 a 29;Rural (procedencia);Porcentaje;2008;24,5
Mujeres;De 20 a 29;Rural (procedencia);Porcentaje;2007;36,7
Mujeres;De 20 a 29;Rural (procedencia);Porcentaje;2006;29,1
Mujeres;De 20 a 29;Urbano (procedencia);Valor absoluto;2020;30,9
Mujeres;De 20 a 29;Urbano (procedencia);Valor absoluto;2019;29,3
Mujeres;De 20 a 29;Urbano (procedencia);Valor absoluto;2018;43,0
Mujeres;De 20 a 29;Urbano (procedencia);Valor absoluto;2017;49,1
Mujeres;De 20 a 29;Urbano (procedencia);Valor absoluto;2016;41,9
Mujeres;De 20 a 29;Urbano (procedencia);Valor absoluto;2015;32,8
Mujeres;De 20 a 29;Urbano (procedencia);Valor absoluto;2014;45,1
Mujeres;De 20 a 29;Urbano (procedencia);Valor absoluto;2013;42,7
Mujeres;De 20 a 29;Urbano (procedencia);Valor absoluto;2012;63,2
Mujeres;De 20 a 29;Urbano (procedencia);Valor absoluto;2011;50,1
Mujeres;De 20 a 29;Urbano (procedencia);Valor absoluto;2010;35,7
Mujeres;De 20 a 29;Urbano (procedencia);Valor absoluto;2009;60,9
Mujeres;De 20 a 29;Urbano (procedencia);Valor absoluto;2008;56,5
Mujeres;De 20 a 29;Urbano (procedencia);Valor absoluto;2007;81,2
Mujeres;De 20 a 29;Urbano (procedencia);Valor absoluto;2006;95,6
Mujeres;De 20 a 29;Urbano (procedencia);Porcentaje;2020;32,0
Mujeres;De 20 a 29;Urbano (procedencia);Porcentaje;2019;22,9
Mujeres;De 20 a 29;Urbano (procedencia);Porcentaje;2018;32,8
Mujeres;De 20 a 29;Urbano (procedencia);Porcentaje;2017;42,0
Mujeres;De 20 a 29;Urbano (procedencia);Porcentaje;2016;28,9
Mujeres;De 20 a 29;Urbano (procedencia);Porcentaje;2015;26,2
Mujeres;De 20 a 29;Urbano (procedencia);Porcentaje;2014;34,0
Mujeres;De 20 a 29;Urbano (procedencia);Porcentaje;2013;34,7
Mujeres;De 20 a 29;Urbano (procedencia);Porcentaje;2012;38,9
Mujeres;De 20 a 29;Urbano (procedencia);Porcentaje;2011;34,8
Mujeres;De 20 a 29;Urbano (procedencia);Porcentaje;2010;24,2
Mujeres;De 20 a 29;Urbano (procedencia);Porcentaje;2009;40,8
Mujeres;De 20 a 29;Urbano (procedencia);Porcentaje;2008;37,8
Mujeres;De 20 a 29;Urbano (procedencia);Porcentaje;2007;42,0
Mujeres;De 20 a 29;Urbano (procedencia);Porcentaje;2006;45,3
Mujeres;De 20 a 29;Extranjero (procedencia);Valor absoluto;2020;19,8
Mujeres;De 20 a 29;Extranjero (procedencia);Valor absoluto;2019;19,9
Mujeres;De 20 a 29;Extranjero (procedencia);Valor absoluto;2018;33,4
Mujeres;De 20 a 29;Extranjero (procedencia);Valor absoluto;2017;16,5
Mujeres;De 20 a 29;Extranjero (procedencia);Valor absoluto;2016;21,7
Mujeres;De 20 a 29;Extranjero (procedencia);Valor absoluto;2015;24,1
Mujeres;De 20 a 29;Extranjero (procedencia);Valor absoluto;2014;14,2
Mujeres;De 20 a 29;Extranjero (procedencia);Valor absoluto;2013;10,8
Mujeres;De 20 a 29;Extranjero (procedencia);Valor absoluto;2012;12,5
Mujeres;De 20 a 29;Extranjero (procedencia);Valor absoluto;2011;14,1
Mujeres;De 20 a 29;Extranjero (procedencia);Valor absoluto;2010;14,0
Mujeres;De 20 a 29;Extranjero (procedencia);Valor absoluto;2009;29,6
Mujeres;De 20 a 29;Extranjero (procedencia);Valor absoluto;2008;44,3
Mujeres;De 20 a 29;Extranjero (procedencia);Valor absoluto;2007;47,7
Mujeres;De 20 a 29;Extranjero (procedencia);Valor absoluto;2006;56,0
Mujeres;De 20 a 29;Extranjero (procedencia);Porcentaje;2020;29,8
Mujeres;De 20 a 29;Extranjero (procedencia);Porcentaje;2019;29,5
Mujeres;De 20 a 29;Extranjero (procedencia);Porcentaje;2018;38,2
Mujeres;De 20 a 29;Extranjero (procedencia);Porcentaje;2017;26,2
Mujeres;De 20 a 29;Extranjero (procedencia);Porcentaje;2016;33,8
Mujeres;De 20 a 29;Extranjero (procedencia);Porcentaje;2015;45,5
Mujeres;De 20 a 29;Extranjero (procedencia);Porcentaje;2014;50,5
Mujeres;De 20 a 29;Extranjero (procedencia);Porcentaje;2013;27,8
Mujeres;De 20 a 29;Extranjero (procedencia);Porcentaje;2012;38,5
Mujeres;De 20 a 29;Extranjero (procedencia);Porcentaje;2011;22,5
Mujeres;De 20 a 29;Extranjero (procedencia);Porcentaje;2010;28,8
Mujeres;De 20 a 29;Extranjero (procedencia);Porcentaje;2009;35,6
Mujeres;De 20 a 29;Extranjero (procedencia);Porcentaje;2008;36,1
Mujeres;De 20 a 29;Extranjero (procedencia);Porcentaje;2007;36,3
Mujeres;De 20 a 29;Extranjero (procedencia);Porcentaje;2006;37,8
Mujeres;De 30 a 39;Total (procedencia);Valor absoluto;2020;60,0
Mujeres;De 30 a 39;Total (procedencia);Valor absoluto;2019;72,8
Mujeres;De 30 a 39;Total (procedencia);Valor absoluto;2018;65,6
Mujeres;De 30 a 39;Total (procedencia);Valor absoluto;2017;52,3
Mujeres;De 30 a 39;Total (procedencia);Valor absoluto;2016;57,5
Mujeres;De 30 a 39;Total (procedencia);Valor absoluto;2015;52,9
Mujeres;De 30 a 39;Total (procedencia);Valor absoluto;2014;38,9
Mujeres;De 30 a 39;Total (procedencia);Valor absoluto;2013;45,6
Mujeres;De 30 a 39;Total (procedencia);Valor absoluto;2012;51,2
Mujeres;De 30 a 39;Total (procedencia);Valor absoluto;2011;68,2
Mujeres;De 30 a 39;Total (procedencia);Valor absoluto;2010;67,1
Mujeres;De 30 a 39;Total (procedencia);Valor absoluto;2009;68,7
Mujeres;De 30 a 39;Total (procedencia);Valor absoluto;2008;70,7
Mujeres;De 30 a 39;Total (procedencia);Valor absoluto;2007;92,4
Mujeres;De 30 a 39;Total (procedencia);Valor absoluto;2006;100,5
Mujeres;De 30 a 39;Total (procedencia);Porcentaje;2020;32,9
Mujeres;De 30 a 39;Total (procedencia);Porcentaje;2019;32,3
Mujeres;De 30 a 39;Total (procedencia);Porcentaje;2018;25,6
Mujeres;De 30 a 39;Total (procedencia);Porcentaje;2017;26,0
Mujeres;De 30 a 39;Total (procedencia);Porcentaje;2016;23,9
Mujeres;De 30 a 39;Total (procedencia);Porcentaje;2015;24,0
Mujeres;De 30 a 39;Total (procedencia);Porcentaje;2014;20,9
Mujeres;De 30 a 39;Total (procedencia);Porcentaje;2013;24,7
Mujeres;De 30 a 39;Total (procedencia);Porcentaje;2012;22,3
Mujeres;De 30 a 39;Total (procedencia);Porcentaje;2011;26,9
Mujeres;De 30 a 39;Total (procedencia);Porcentaje;2010;28,1
Mujeres;De 30 a 39;Total (procedencia);Porcentaje;2009;25,9
Mujeres;De 30 a 39;Total (procedencia);Porcentaje;2008;22,5
Mujeres;De 30 a 39;Total (procedencia);Porcentaje;2007;23,4
Mujeres;De 30 a 39;Total (procedencia);Porcentaje;2006;23,9
Mujeres;De 30 a 39;Rural (procedencia);Valor absoluto;2020;3,7
Mujeres;De 30 a 39;Rural (procedencia);Valor absoluto;2019;10,1
Mujeres;De 30 a 39;Rural (procedencia);Valor absoluto;2018;12,7
Mujeres;De 30 a 39;Rural (procedencia);Valor absoluto;2017;6,4
Mujeres;De 30 a 39;Rural (procedencia);Valor absoluto;2016;9,2
Mujeres;De 30 a 39;Rural (procedencia);Valor absoluto;2015;7,2
Mujeres;De 30 a 39;Rural (procedencia);Valor absoluto;2014;5,3
Mujeres;De 30 a 39;Rural (procedencia);Valor absoluto;2013;5,1
Mujeres;De 30 a 39;Rural (procedencia);Valor absoluto;2012;9,6
Mujeres;De 30 a 39;Rural (procedencia);Valor absoluto;2011;15,2
Mujeres;De 30 a 39;Rural (procedencia);Valor absoluto;2010;15,1
Mujeres;De 30 a 39;Rural (procedencia);Valor absoluto;2009;10,0
Mujeres;De 30 a 39;Rural (procedencia);Valor absoluto;2008;7,6
Mujeres;De 30 a 39;Rural (procedencia);Valor absoluto;2007;14,7
Mujeres;De 30 a 39;Rural (procedencia);Valor absoluto;2006;12,6
Mujeres;De 30 a 39;Rural (procedencia);Porcentaje;2020;19,6
Mujeres;De 30 a 39;Rural (procedencia);Porcentaje;2019;33,4
Mujeres;De 30 a 39;Rural (procedencia);Porcentaje;2018;33,2
Mujeres;De 30 a 39;Rural (procedencia);Porcentaje;2017;30,5
Mujeres;De 30 a 39;Rural (procedencia);Porcentaje;2016;29,3
Mujeres;De 30 a 39;Rural (procedencia);Porcentaje;2015;17,0
Mujeres;De 30 a 39;Rural (procedencia);Porcentaje;2014;20,9
Mujeres;De 30 a 39;Rural (procedencia);Porcentaje;2013;22,1
Mujeres;De 30 a 39;Rural (procedencia);Porcentaje;2012;27,3
Mujeres;De 30 a 39;Rural (procedencia);Porcentaje;2011;32,6
Mujeres;De 30 a 39;Rural (procedencia);Porcentaje;2010;34,9
Mujeres;De 30 a 39;Rural (procedencia);Porcentaje;2009;31,2
Mujeres;De 30 a 39;Rural (procedencia);Porcentaje;2008;18,4
Mujeres;De 30 a 39;Rural (procedencia);Porcentaje;2007;21,3
Mujeres;De 30 a 39;Rural (procedencia);Porcentaje;2006;20,4
Mujeres;De 30 a 39;Urbano (procedencia);Valor absoluto;2020;32,6
Mujeres;De 30 a 39;Urbano (procedencia);Valor absoluto;2019;42,9
Mujeres;De 30 a 39;Urbano (procedencia);Valor absoluto;2018;34,6
Mujeres;De 30 a 39;Urbano (procedencia);Valor absoluto;2017;24,9
Mujeres;De 30 a 39;Urbano (procedencia);Valor absoluto;2016;32,1
Mujeres;De 30 a 39;Urbano (procedencia);Valor absoluto;2015;41,1
Mujeres;De 30 a 39;Urbano (procedencia);Valor absoluto;2014;28,8
Mujeres;De 30 a 39;Urbano (procedencia);Valor absoluto;2013;32,1
Mujeres;De 30 a 39;Urbano (procedencia);Valor absoluto;2012;37,2
Mujeres;De 30 a 39;Urbano (procedencia);Valor absoluto;2011;39,8
Mujeres;De 30 a 39;Urbano (procedencia);Valor absoluto;2010;41,3
Mujeres;De 30 a 39;Urbano (procedencia);Valor absoluto;2009;38,9
Mujeres;De 30 a 39;Urbano (procedencia);Valor absoluto;2008;37,2
Mujeres;De 30 a 39;Urbano (procedencia);Valor absoluto;2007;45,8
Mujeres;De 30 a 39;Urbano (procedencia);Valor absoluto;2006;42,4
Mujeres;De 30 a 39;Urbano (procedencia);Porcentaje;2020;33,7
Mujeres;De 30 a 39;Urbano (procedencia);Porcentaje;2019;33,6
Mujeres;De 30 a 39;Urbano (procedencia);Porcentaje;2018;26,4
Mujeres;De 30 a 39;Urbano (procedencia);Porcentaje;2017;21,4
Mujeres;De 30 a 39;Urbano (procedencia);Porcentaje;2016;22,1
Mujeres;De 30 a 39;Urbano (procedencia);Porcentaje;2015;32,8
Mujeres;De 30 a 39;Urbano (procedencia);Porcentaje;2014;21,7
Mujeres;De 30 a 39;Urbano (procedencia);Porcentaje;2013;26,1
Mujeres;De 30 a 39;Urbano (procedencia);Porcentaje;2012;22,9
Mujeres;De 30 a 39;Urbano (procedencia);Porcentaje;2011;27,6
Mujeres;De 30 a 39;Urbano (procedencia);Porcentaje;2010;28,1
Mujeres;De 30 a 39;Urbano (procedencia);Porcentaje;2009;26,0
Mujeres;De 30 a 39;Urbano (procedencia);Porcentaje;2008;24,9
Mujeres;De 30 a 39;Urbano (procedencia);Porcentaje;2007;23,7
Mujeres;De 30 a 39;Urbano (procedencia);Porcentaje;2006;20,1
Mujeres;De 30 a 39;Extranjero (procedencia);Valor absoluto;2020;23,7
Mujeres;De 30 a 39;Extranjero (procedencia);Valor absoluto;2019;19,8
Mujeres;De 30 a 39;Extranjero (procedencia);Valor absoluto;2018;18,3
Mujeres;De 30 a 39;Extranjero (procedencia);Valor absoluto;2017;21,0
Mujeres;De 30 a 39;Extranjero (procedencia);Valor absoluto;2016;16,2
Mujeres;De 30 a 39;Extranjero (procedencia);Valor absoluto;2015;4,7
Mujeres;De 30 a 39;Extranjero (procedencia);Valor absoluto;2014;4,8
Mujeres;De 30 a 39;Extranjero (procedencia);Valor absoluto;2013;8,4
Mujeres;De 30 a 39;Extranjero (procedencia);Valor absoluto;2012;4,4
Mujeres;De 30 a 39;Extranjero (procedencia);Valor absoluto;2011;13,2
Mujeres;De 30 a 39;Extranjero (procedencia);Valor absoluto;2010;10,8
Mujeres;De 30 a 39;Extranjero (procedencia);Valor absoluto;2009;19,7
Mujeres;De 30 a 39;Extranjero (procedencia);Valor absoluto;2008;25,9
Mujeres;De 30 a 39;Extranjero (procedencia);Valor absoluto;2007;31,8
Mujeres;De 30 a 39;Extranjero (procedencia);Valor absoluto;2006;45,5
Mujeres;De 30 a 39;Extranjero (procedencia);Porcentaje;2020;35,6
Mujeres;De 30 a 39;Extranjero (procedencia);Porcentaje;2019;29,3
Mujeres;De 30 a 39;Extranjero (procedencia);Porcentaje;2018;21,0
Mujeres;De 30 a 39;Extranjero (procedencia);Porcentaje;2017;33,1
Mujeres;De 30 a 39;Extranjero (procedencia);Porcentaje;2016;25,3
Mujeres;De 30 a 39;Extranjero (procedencia);Porcentaje;2015;8,8
Mujeres;De 30 a 39;Extranjero (procedencia);Porcentaje;2014;17,0
Mujeres;De 30 a 39;Extranjero (procedencia);Porcentaje;2013;21,7
Mujeres;De 30 a 39;Extranjero (procedencia);Porcentaje;2012;13,6
Mujeres;De 30 a 39;Extranjero (procedencia);Porcentaje;2011;21,0
Mujeres;De 30 a 39;Extranjero (procedencia);Porcentaje;2010;22,2
Mujeres;De 30 a 39;Extranjero (procedencia);Porcentaje;2009;23,7
Mujeres;De 30 a 39;Extranjero (procedencia);Porcentaje;2008;21,1
Mujeres;De 30 a 39;Extranjero (procedencia);Porcentaje;2007;24,2
Mujeres;De 30 a 39;Extranjero (procedencia);Porcentaje;2006;30,7
Mujeres;De 40 a 49;Total (procedencia);Valor absoluto;2020;20,7
Mujeres;De 40 a 49;Total (procedencia);Valor absoluto;2019;38,6
Mujeres;De 40 a 49;Total (procedencia);Valor absoluto;2018;27,1
Mujeres;De 40 a 49;Total (procedencia);Valor absoluto;2017;16,0
